cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pspwght,pweight,tvtot,tvpol,rdtot,rdpol,nwsptot,nwsppol,netuse,ppltrst,pplfair,pplhlp,polintr,polcmpl,poldcs,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,vote,contplt,wrkprty,wrkorg,badge,sgnptit,pbldmn,bctprd,clsprty,prtdgcl,mmbprty,lrscale,stflife,stfeco,stfgov,stfdem,stfedu,stfhlth,gincdif,freehms,prtyban,scnsenv,euftf,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,happy,sclmeet,inmdisc,sclact,crmvct,aesfdrk,brghmwr,brghmef,crvctwr,crvctef,trrenyr,trrcnyr,trrprsn,trrtort,health,hlthhmp,rlgblg,rlgdnm,rlgblge,rlgdnme,rlgdgr,rlgatnd,pray,dscrgrp,dscrrce,dscrntn,dscrrlg,dscrlng,dscretn,dscrage,dscrgnd,dscrsex,dscrdsb,dscroth,dscrdk,dscrref,dscrnap,dscrna,ctzcntr,ctzship,ctzshipa,ctzshipb,ctzshipc,brncntr,cntbrth,cntbrtha,cntbrthb,cntbrthc,livecntr,livecnta,lnghoma,lnghom1,lnghomb,lnghom2,blgetmg,facntr,facntn,fbrncnt,fbrncnta,fbrncntb,mocntr,mocntn,mbrncnt,mbrncnta,mbrncntb,gndr,partner,rshpsts,marsts,marital,martlfr,maritala,maritalb,lvghw,lvghwa,lvgoptn,lvgptn,lvgptna,lvgptne,lvgptnea,dvrcdev,dvrcdeva,chldhm,chldhhe,domicil,edulvla,edulvlb,eisced,edufld,eduyrs,pdwrk,edctn,uempla,uempli,dsbld,rtrd,cmsrv,hswrk,dngoth,dngdk,dngref,dngna,mainact,mnactic,crpdwk,pdjobev,pdjobyr,emplrel,emplno,wrkctr,wrkctra,estsz,jbspv,njbspv,wkdcorg,wkdcorga,iorgact,wkhct,wkhtot,nacer1,nacer11,nacer2,tporgwk,iscoco,isco08,wrkac6m,uemp3m,uemp12m,uemp5yr,mbtru,hincsrc,hincsrca,hinctnt,hinctnta,hincfel,brwmny,edulvlpa,edulvlpb,eiscedp,pdwrkp,edctnp,uemplap,uemplip,dsbldp,rtrdp,cmsrvp,hswrkp,dngothp,dngdkp,dngnapp,dngrefp,dngnap,mnactp,crpdwkp,iscocop,isco08p,emprelp,emplnop,jbspvp,njbspvp,wkdcorp,ioactp,wkhtotp,edulvlfa,edulvlfb,eiscedf,emprf14,emplnof,jbspvf,occf14,occf14a,occf14b,edulvlma,edulvlmb,eiscedm,emprm14,emplnom,jbspvm,occm14,occm14a,occm14b,atncrse,fxltph,mbltph,inttph,
FR,ESS1-6e01,1.0,26.11.2014,122108,ESS6e02_1,6,2.1,2143,0.474691766870832,0.342699370083204,2.702677846,7,2,,,,,,5,6,0,1,,,9,8,6,6,7,5,7,3,2,2,2,2,2,2,2,2,6,,1,8,4,7,8,7,9,2,5,,,6,4,4,4,4,4,3,6,7,,3,1,4,,,,,,,,,3,3,1,1,6,66,10,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,2,,,,EG,,1976,,FRE,,000,1,2,,,,EG,2,,,,EG,2,2,66,4,,,,4,,,,,,,2,,1,2,1,3,5,520,5,,14,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2010,1,66666,,1,4,2,66666,,0,0,35,40,,,86,4,,2263,2,2,6,6,3,3,4,,1,4,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,1,0,1,2,,,,,4,1,0,1,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,122109,ESS6e02_1,6,2.1,2144,1.89876706748333,1.38118761199028,2.702677846,2,2,,,,,,2,4,3,4,,,0,6,6,0,0,0,0,1,2,2,2,2,2,2,2,2,6,,5,2,0,0,1,3,2,1,2,,,2,3,2,2,2,2,2,8,2,,5,1,4,,,,,,,,,4,1,2,66,1,1,9,7,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,1,1,66,,,,1,,,,,,,1,,2,1,6,3,5,520,5,,12,0,0,0,0,1,0,0,0,0,0,0,0,66,5,2,1,1996,1,66666,,1,5,2,66666,,8,8,39,55,,,86,2,,3221,2,2,6,6,3,1,1,,2,2,,3,321,3,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,,5120,1,,,,,,35,2,213,2,1,,,,,6,5,520,5,1,,,,,1,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,122110,ESS6e02_1,6,2.1,2145,0.949383533741665,1.61982932859607,2.702677846,6,3,,,,,,3,8,5,3,,,0,7,5,0,0,0,2,3,2,2,2,2,2,2,2,2,6,,0,10,1,2,4,1,8,1,1,,,0,4,4,4,2,2,3,9,3,,3,2,4,,,,,,,,,3,2,1,1,6,66,5,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,,,IT,2,,,,IT,,1980,,FRE,,000,1,2,,,,IT,2,,,,IT,2,1,1,66,,,,1,,,,,,,2,,2,2,1,1,1,113,1,,3,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,3,2,66666,,0,0,35,35,,,24,4,,3117,2,2,6,6,2,1,1,,6,2,,1,113,1,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,,7213,1,,,,,,40,1,113,1,1,,,,,8,1,113,1,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,122111,ESS6e02_1,6,2.1,2148,2.84815051634349,2.03068582751377,2.702677846,4,2,,,,,,8,7,7,3,,,5,5,7,5,6,7,7,3,2,2,2,2,1,1,2,2,6,,5,8,5,7,8,9,9,2,5,,,7,2,2,2,7,7,7,9,7,,3,1,2,,,,,,,,,3,3,1,6,6,66,9,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,2,,,,DZ,2,,,,DZ,1,2,66,6,,,,6,,,,,,,2,,2,1,2,2,3,323,4,,9,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,3,2,66666,,8,0,15,15,,,47,4,,5230,2,2,6,6,3,3,4,,2,2,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,1,0,1,3,,,,,66,1,113,1,3,,,,,66,1,,,,
FR,ESS1-6e01,1.0,26.11.2014,122112,ESS6e02_1,6,2.1,2149,0.474691766870832,0.333994520644432,2.702677846,5,2,,,,,,5,7,5,1,,,5,5,6,2,2,3,7,1,2,2,2,2,2,2,2,1,2,,2,10,3,5,9,5,8,1,1,,,3,2,2,3,8,5,8,9,7,,3,2,1,,,,,,,,,1,3,1,1,6,66,9,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,8,,,,66,1,,,,66,1,2,66,6,,,,6,,,,,,,2,,2,2,2,1,3,313,4,,13,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,5,2,66666,,9,0,35,38,,,47,4,,9333,2,2,6,6,1,1,1,,2,2,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,55,5555,55,9,,,,,99,3,321,3,1,,,,,8,1,,,,
FR,ESS1-6e01,1.0,26.11.2014,122113,ESS6e02_1,6,2.1,2150,0.949383533741665,1.61982932859607,2.702677846,4,2,,,,,,0,2,8,3,,,0,0,0,0,0,0,0,3,2,2,2,2,2,2,1,2,6,,5,5,4,0,0,4,2,1,1,,,2,2,2,4,3,0,0,5,1,,3,2,4,,,,,,,,,5,1,2,66,2,66,1,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,1,3,6,,,,6,,,,,,,6,,2,2,2,1,1,113,1,,3,0,0,0,0,0,0,0,1,0,0,0,0,66,8,2,1,1995,1,66666,,2,3,2,66666,,5,0,25,25,,,1,3,,9211,2,1,1,2,3,5,6,,2,2,,3,321,3,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,,9112,1,,,,,,20,3,321,3,1,,,,,4,88,8888,88,1,,,,,8,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,122114,ESS6e02_1,6,2.1,2154,0.958067697508672,1.01511946667417,2.702677846,5,3,,,,,,6,8,7,3,,,4,6,8,3,3,4,8,1,2,2,2,2,2,2,2,2,6,,7,7,4,4,5,5,7,2,1,,,6,2,2,3,3,4,3,8,4,,3,2,2,,,,,,,,,1,3,2,66,2,66,3,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,1,1,66,,,,1,,,,,,,2,,2,1,6,5,3,321,3,,12,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,3,1,2,66666,,7,5,24,24,,,81,5,,9112,2,2,6,6,3,1,1,,6,2,,3,313,4,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,,8332,1,,,,,,40,1,113,1,1,,,,,8,1,113,1,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,122115,ESS6e02_1,6,2.1,2155,0.958067697508672,0.516734760613169,2.702677846,4,2,,,,,,0,5,4,3,,,2,1,8,0,0,1,4,1,2,2,2,2,2,2,2,2,6,,0,10,0,0,5,5,4,2,1,,,5,3,3,3,0,10,6,10,5,,3,2,1,,,,,,,,,2,3,2,66,2,66,2,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,1,3,6,,,,6,,,,,,,6,,2,2,1,4,3,321,3,,13,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,1,2,66666,,0,4,35,35,,,85,2,,5312,2,1,2,2,2,1,1,,6,2,,3,321,3,0,0,0,0,1,0,0,0,0,0,0,0,0,66,2,,66666,6,,,,,,666,1,113,1,1,,,,,8,1,113,1,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,122116,ESS6e02_1,6,2.1,2156,0.958067697508672,0.674099244570265,2.702677846,5,1,,,,,,6,5,5,4,,,3,3,4,2,2,1,3,1,1,2,1,2,1,2,2,1,4,,10,7,3,3,5,5,6,1,2,,,5,2,3,2,4,5,3,6,7,,3,2,1,,,,,,,,,2,3,1,1,6,66,8,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,1,1,3,6,,,,6,,,,,,,6,,2,2,2,4,3,321,3,,9,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,2,3,1,2,,6,5,35,35,,,84,6,,9112,2,1,1,1,3,1,1,,6,2,,5,520,5,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,,5223,1,,,,,,35,1,113,1,1,,,,,7,1,113,1,3,,,,,66,1,,,,
FR,ESS1-6e01,1.0,26.11.2014,122117,ESS6e02_1,6,2.1,2158,1.43710150343405,2.08351838130037,2.702677846,7,5,,,,,,6,6,5,2,,,6,5,4,3,4,3,3,1,1,2,1,2,2,2,2,1,2,,0,5,5,5,5,5,5,2,1,,,3,2,2,2,5,5,5,6,7,,3,2,2,,,,,,,,,2,2,1,1,6,66,4,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,2,,,,PL,2,,,,PL,1,1,1,66,,,,1,,,,,,,2,,2,1,6,5,1,113,1,,10,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2011,1,66666,,1,5,1,23,,8,6,35,39,,,33,3,,4323,2,2,6,6,1,3,4,,5,2,,1,113,1,0,0,0,0,0,0,0,1,0,0,0,0,0,66,2,,66666,6,,,,,,666,1,0,1,1,,,,,9,1,0,1,1,,,,,9,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,122118,ESS6e02_1,6,2.1,2161,0.958067697508672,0.69166819276574,2.702677846,1,1,,,,,,5,6,5,2,,,7,6,4,7,4,3,6,1,1,2,1,2,1,2,2,1,2,,8,3,2,4,3,4,3,1,3,,,5,3,3,4,3,5,2,8,7,,5,1,1,,,,,,,,,3,3,1,1,6,66,9,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,1,1,66,,,,1,,,,,,,2,,2,2,1,4,5,520,5,,14,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,5,1,10,,5,4,28,55,,,86,2,,3221,2,2,6,6,3,1,1,,6,2,,3,321,3,0,0,0,0,0,1,0,0,0,0,0,0,0,66,2,,66666,6,,,,,,666,1,113,1,1,,,,,6,1,113,1,3,,,,,66,1,,,,
FR,ESS1-6e01,1.0,26.11.2014,122119,ESS6e02_1,6,2.1,2162,0.479033848754336,0.724747139834114,2.702677846,4,2,,,,,,0,0,3,2,,,0,3,7,5,5,0,3,1,2,2,2,2,2,2,2,2,6,,6,7,0,4,5,3,6,1,3,,,5,3,3,3,5,2,2,8,4,,3,1,8,,,,,,,,,3,3,1,1,6,66,10,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,2,66,5,,,,5,,,,,,,2,,2,2,1,4,1,113,1,,8,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,1993,2,0,,6,1,2,66666,,10,10,888,70,,,1,5,,6130,2,2,6,6,2,3,4,,3,2,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,1,113,1,2,,,,,9,1,113,1,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,122120,ESS6e02_1,6,2.1,2164,0.958067697508672,0.696910779064851,2.702677846,3,2,,,,,,6,9,5,2,,,10,10,10,7,7,10,10,1,2,2,2,2,2,2,2,1,2,,3,10,5,6,10,7,6,2,1,,,8,1,2,2,8,8,8,8,6,,3,2,2,,,,,,,,,1,3,1,1,6,66,2,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,1,1,66,,,,1,,,,,,,1,,2,1,6,4,5,720,7,,17,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,5,1,2,,10,7,28,33,,,84,1,,1219,2,2,6,6,3,1,1,,10,1,,5,710,7,0,0,1,0,0,0,0,0,0,0,0,0,0,66,2,,66666,6,,,,,,666,1,113,1,1,,,,,6,1,113,1,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,122121,ESS6e02_1,6,2.1,2166,1.91613539501734,2.52223850111012,2.702677846,7,0,,,,,,5,5,8,4,,,0,0,0,0,0,0,0,3,2,2,2,1,2,2,2,2,6,,5,0,0,0,0,5,7,1,5,,,5,3,3,3,0,0,0,5,7,,4,1,1,,,,,,,,,4,3,2,66,2,66,5,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,1,2,66,6,,,,6,,,,,,,2,,2,2,2,4,3,323,4,,11,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,2,2,1,1,,8,8,35,40,,,1,4,,6111,2,1,2,1,3,1,1,,5,2,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,1,113,1,3,,,,,66,3,321,3,4,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,122122,ESS6e02_1,6,2.1,2168,0.958067697508672,0.674099244570265,2.702677846,7,2,,,,,,4,3,5,3,,,6,7,6,5,5,5,4,3,2,2,2,2,2,1,1,1,3,,0,8,5,6,8,6,7,2,1,,,7,1,1,1,8,10,10,10,6,,3,1,1,,,,,,,,,3,3,1,1,6,66,7,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,1,1,3,6,,,,6,,,,,,,6,,2,1,6,4,3,321,3,,13,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,2,2,66666,,7,0,35,45,,,25,4,,7212,2,1,2,2,3,1,1,,2,2,,3,323,4,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,,5321,1,,,,,,35,3,321,3,1,,,,,7,1,113,1,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,122123,ESS6e02_1,6,2.1,2171,0.968943191735579,1.4659481966247,2.702677846,3,0,,,,,,3,4,6,4,,,2,1,3,0,5,8,1,1,2,2,2,2,2,2,2,2,6,,8,9,1,2,7,6,7,1,1,,,3,1,2,1,7,2,1,8,5,,1,1,4,,,,,,,,,4,1,2,66,2,66,6,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,2,66,6,,,,6,,,,,,,2,,2,1,6,1,1,113,1,,14,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,4,2,66666,,0,0,30,30,,,81,6,,6112,2,2,6,6,3,1,1,,3,3,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,3,321,3,1,,,,,7,1,113,1,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,122124,ESS6e02_1,6,2.1,2172,0.48447159586779,0.261300234529919,2.702677846,3,1,,,,,,3,5,5,3,,,6,6,5,1,1,3,6,1,2,2,2,2,1,2,1,1,3,,1,6,1,4,5,2,8,1,1,,,5,1,2,2,5,5,5,8,7,,3,2,4,,,,,,,,,3,2,2,66,2,66,6,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,2,66,6,,,,6,,,,,,,1,,2,1,6,1,3,321,3,,10,0,0,0,0,1,0,0,0,0,0,0,0,66,5,2,1,2012,1,66666,,1,4,2,66666,,7,7,39,39,,,888,1,,3343,2,1,2,2,1,1,1,,2,2,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,1,113,1,4,,,,,66,1,113,1,1,,,,,3,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,122125,ESS6e02_1,6,2.1,2173,0.968943191735579,0.921419174929234,2.702677846,0,66,,,,,,6,4,3,4,,,6,5,4,4,6,6,6,2,2,2,2,2,1,1,1,1,3,,1,10,4,4,5,6,5,2,1,,,5,2,2,2,5,9,8,10,6,,4,2,2,,,,,,,,,1,3,2,66,2,66,5,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,1,2,66,,,,2,,,,,,,1,,2,1,6,1,5,720,7,,17,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,2,1,26,,8,8,14,30,,,85,2,,2341,2,2,6,6,1,1,1,,5,2,,5,520,5,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,,3115,2,,,,,,50,5,720,7,1,,,,,1,1,113,1,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,122126,ESS6e02_1,6,2.1,2175,2.422357943243,1.70437815914662,2.702677846,7,1,,,,,,2,5,3,3,,,5,5,5,3,3,3,5,2,2,2,1,2,2,2,2,2,6,,6,7,3,3,6,8,5,2,1,,,5,2,2,2,3,5,5,7,4,,3,2,2,,,,,,,,,3,1,1,1,6,66,7,5,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,1,1,1,66,,,,1,,,,,,,2,,2,1,6,1,3,321,3,,12,0,0,1,0,0,0,0,0,0,0,0,0,66,3,2,1,2008,1,66666,,1,3,1,99,,8,0,35,35,,,13,4,,8219,2,1,1,1,3,1,1,,4,2,,3,321,3,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,,4412,1,,,,,,35,1,113,1,1,,,,,7,1,113,1,3,,,,,66,1,,,,
FR,ESS1-6e01,1.0,26.11.2014,122127,ESS6e02_1,6,2.1,2176,1.45341474428823,1.07804085661997,2.702677846,5,4,,,,,,6,4,4,2,,,6,7,7,3,3,4,3,1,2,2,2,1,1,2,1,1,2,,5,5,4,3,4,4,4,2,2,,,4,3,3,3,5,6,4,6,3,,3,2,3,,,,,,,,,2,3,1,1,6,66,6,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,1,1,1,66,,,,1,,,,,,,2,,2,1,6,1,5,620,6,,16,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,3,1,29,,8,7,20,40,,,85,1,,2330,2,2,6,6,3,1,1,,8,2,,5,620,6,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,,2310,1,,,,,,40,1,113,1,1,,,,,2,1,113,1,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,122128,ESS6e02_1,6,2.1,2177,0.968943191735579,1.27543483129016,2.702677846,1,1,,,,,,7,6,6,2,,,7,6,6,4,4,5,6,1,2,2,2,1,1,2,1,1,2,,2,7,3,3,6,7,7,1,1,,,1,2,2,2,6,7,5,7,6,,3,1,2,,,,,,,,,2,3,2,66,2,66,5,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,2,,,,DZ,1,,,,66,1,1,3,6,,,,6,,,,,,,6,,2,1,6,1,3,313,4,,15,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,2,3,2,66666,,8,0,35,40,,,86,3,,3313,2,1,1,1,3,1,1,,5,2,,3,313,4,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,,5329,1,,,,,,28,88,8888,88,8,,,,,88,4,421,5,1,,,,,5,1,,,,
FR,ESS1-6e01,1.0,26.11.2014,122129,ESS6e02_1,6,2.1,2178,1.45341474428823,2.8204821159192,2.702677846,6,7,,,,,,3,5,5,3,,,4,9,10,8,8,5,5,1,2,2,2,2,2,2,2,1,1,,8,9,3,0,2,6,9,5,1,,,3,3,3,2,1,1,1,10,6,,2,2,1,,,,,,,,,4,3,2,66,2,66,9,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,1,1,1,66,,,,1,,,,,,,2,,2,1,6,1,1,113,1,,7,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,4,2,66666,,10,0,35,60,,,49,4,,8332,1,2,6,6,3,1,1,,4,2,,3,321,3,0,0,0,0,0,0,0,1,0,0,0,0,0,66,2,,66666,6,,,,,,666,1,113,1,1,,,,,7,1,113,1,1,,,,,5,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,122130,ESS6e02_1,6,2.1,2179,1.93788638347116,2.65609604948971,2.702677846,3,1,,,,,,1,4,1,3,,,5,6,6,3,2,5,5,1,2,2,2,2,2,2,2,2,6,,4,7,5,5,7,6,7,1,1,,,8,3,3,3,5,5,5,7,5,,3,2,3,,,,,,,,,1,3,2,66,2,66,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,1,2,66,6,,,,6,,,,,,,2,,2,2,2,1,5,510,5,,15,0,1,0,0,0,0,0,0,0,0,0,0,66,2,2,2,6666,6,66666,,6,6,6,66666,,66,66,666,666,,,666,66,,66666,6,2,6,6,3,1,1,,88,1,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,3,323,4,1,,,,,6,3,313,4,1,,,,,3,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,122131,ESS6e02_1,6,2.1,2180,0.48447159586779,0.35934696308536,2.702677846,3,1,,,,,,5,4,5,2,,,7,7,8,4,3,5,6,1,2,2,2,2,2,2,1,1,3,,2,8,4,8,7,5,5,2,2,,,8,2,2,2,7,3,3,8,4,,4,2,2,,,,,,,,,3,2,1,1,6,66,7,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,1,2,66,1,,,,1,,,,,,,2,,2,2,1,1,5,610,6,,16,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,4,1,3,,7,2,35,40,,,999,4,,2412,2,2,6,6,3,1,1,,8,1,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,1,113,1,1,,,,,3,1,113,1,1,,,,,6,1,,,,
FR,ESS1-6e01,1.0,26.11.2014,122132,ESS6e02_1,6,2.1,2184,0.968943191735579,0.522600469059839,2.702677846,2,3,,,,,,3,5,6,3,,,6,6,10,3,3,3,8,2,2,2,2,2,1,2,1,2,6,,5,10,0,6,5,10,0,2,1,,,4,3,3,4,0,1,7,8,2,,2,1,4,,,,,,,,,3,3,2,66,2,66,6,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,1,3,6,,,,6,,,,,,,6,,2,1,6,1,3,323,4,,14,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,2,2,66666,,10,10,35,35,,,18,4,,9321,2,1,1,1,3,1,1,,6,3,,3,321,3,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,,7112,1,,,,,,35,2,213,2,1,,,,,8,1,113,1,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,122133,ESS6e02_1,6,2.1,2185,0.968943191735579,0.690841020025766,2.702677846,7,5,,,,,,5,7,5,2,,,5,6,5,3,2,4,7,1,2,2,2,2,1,2,2,1,2,,5,6,4,5,7,6,8,3,1,,,3,2,4,3,6,1,2,7,7,,3,1,3,,,,,,,,,2,3,1,1,6,66,8,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,2,,,,PL,1,,,,66,1,1,1,66,,,,1,,,,,,,2,,2,2,1,1,3,321,3,,11,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,4,2,66666,,6,3,40,55,,,43,4,,3339,2,1,2,2,3,1,1,,8,2,,3,321,3,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,,3343,1,,,,,,35,1,113,1,1,,,,,4,1,113,1,3,,,,,66,1,,,,
