age,educ,gender,religion,income,immig,loginc
55,19,Male,No religion,3914,9.333333,8.272315
36,13,Male,catholic,379,7.3333335,5.9375362
44,11,Female,catholic,631,6.3333335,6.4473057
26,18,Male,catholic,758,8,6.6306834
28,21,Male,catholic,808,6,6.694562
40,20,Female,catholic,1010,7.3333335,6.9177055
21,13,Female,catholic,333,6,5.8081427
57,8,Male,catholic,404,0,6.0014148
22,12,Male,catholic,1162,6.3333335,7.057898
44,15,Female,catholic,859,3.6666667,6.7557688
32,13,Female,catholic,404,4,6.0014148
26,16,Male,catholic,455,6,6.1202974
24,13,Male,Orthodox & other christians,682,6.3333335,6.5250297
37,18,Male,catholic,6313,9,8.7503662
56,7,Male,catholic,404,5,6.0014148
46,16,Male,catholic,1768,6.6666665,7.4776044
59,13,Female,No religion,404,4.3333335,6.0014148
27,11,Male,catholic,707,4.3333335,6.5610309
31,8,Male,catholic,379,6.6666665,5.9375362
25,12,Female,Protestant,909,7.3333335,6.812345
58,13,Male,catholic,404,6,6.0014148
38,12,Female,catholic,758,3.6666667,6.6306834
49,13,Male,catholic,333,6.3333335,5.8081427
20,13,Female,catholic,217,5,5.3798971
21,12,Male,No religion,682,4.3333335,6.5250297
44,13,Male,catholic,328,3.3333333,5.7930136
24,13,Female,catholic,404,7,6.0014148
29,12,Male,catholic,631,4.3333335,6.4473057
51,12,Female,catholic,505,7.6666665,6.2245584
54,19,Male,catholic,1263,5.6666665,7.1412449
39,12,Female,catholic,333,4.6666665,5.8081427
56,11,Male,catholic,833,8,6.7250338
52,14,Female,catholic,758,7.3333335,6.6306834
31,13,Male,catholic,505,5.3333335,6.2245584
26,13,Male,catholic,1136,8,7.0352688
30,16,Male,catholic,707,7,6.5610309
26,16,Female,catholic,707,8.333333,6.5610309
41,14,Male,catholic,253,5.3333335,5.5333896
32,15,Male,catholic,1010,6,6.9177055
25,13,Male,catholic,631,5,6.4473057
25,18,Female,catholic,909,6.3333335,6.812345
35,22,Male,catholic,1010,7.6666665,6.9177055
22,15,Female,catholic,379,6.6666665,5.9375362
48,11,Female,catholic,379,3.3333333,5.9375362
37,11,Female,catholic,505,6,6.2245584
38,12,Male,No religion,1263,8.333333,7.1412449
44,11,Male,catholic,379,8,5.9375362
44,9,Male,catholic,505,5,6.2245584
35,20,Female,catholic,1490,5,7.3065314
35,14,Female,catholic,455,10,6.1202974
23,15,Male,catholic,492,8,6.1984787
30,18,Male,catholic,1010,7.3333335,6.9177055
25,17,Male,catholic,909,6.6666665,6.812345
30,19,Female,No religion,1768,7.6666665,7.4776044
55,13,Female,catholic,758,4,6.6306834
38,18,Male,catholic,1263,5.6666665,7.1412449
60,16,Male,catholic,1061,5,6.9669671
63,13,Female,catholic,1641,6.6666665,7.4030609
50,19,Male,catholic,1136,6.6666665,7.0352688
53,11,Male,catholic,1061,5.6666665,6.9669671
26,17,Female,catholic,758,5.3333335,6.6306834
58,16,Female,catholic,758,6.6666665,6.6306834
30,18,Male,No religion,1010,10,6.9177055
63,14,Male,catholic,1263,5.3333335,7.1412449
32,21,Female,catholic,505,5.6666665,6.2245584
28,16,Male,catholic,1010,8.333333,6.9177055
39,20,Female,catholic,657,6.3333335,6.4876842
29,12,Male,No religion,505,5.6666665,6.2245584
28,17,Male,catholic,505,6.3333335,6.2245584
23,13,Female,catholic,159,5.3333335,5.0689044
24,17,Female,catholic,505,6,6.2245584
25,13,Female,catholic,556,5,6.3207684
34,14,Female,catholic,1136,6.3333335,7.0352688
30,15,Male,catholic,960,7,6.8669333
46,11,Female,catholic,631,8,6.4473057
54,11,Male,catholic,758,3.6666667,6.6306834
40,19,Female,catholic,758,5.3333335,6.6306834
38,16,Male,No religion,1263,8.333333,7.1412449
43,11,Male,catholic,707,6,6.5610309
42,13,Male,catholic,455,3,6.1202974
25,18,Female,catholic,480,6,6.1737862
55,15,Male,catholic,606,6,6.4068799
58,14,Female,catholic,404,6.6666665,6.0014148
39,11,Female,catholic,631,5,6.4473057
42,15,Female,catholic,1263,8.666667,7.1412449
39,12,Female,catholic,379,5.3333335,5.9375362
33,18,Female,catholic,480,5.3333335,6.1737862
61,12,Male,catholic,404,5.6666665,6.0014148
28,12,Male,catholic,606,7.3333335,6.4068799
54,10,Female,catholic,455,8,6.1202974
35,14,Female,No religion,497,4.6666665,6.20859
53,18,Female,catholic,909,6.3333335,6.812345
48,19,Female,catholic,859,7.3333335,6.7557688
44,20,Male,catholic,1515,6.3333335,7.3231707
21,12,Male,No religion,374,10,5.9242558
45,12,Female,catholic,379,7.6666665,5.9375362
44,11,Male,catholic,394,5.6666665,5.9763508
39,16,Female,catholic,581,7,6.3647509
28,15,Female,catholic,505,7.6666665,6.2245584
34,17,Female,catholic,438,5.6666665,6.0822191
27,17,Female,No religion,909,7,6.812345
25,13,Male,catholic,455,6.3333335,6.1202974
43,16,Female,No religion,303,6,5.7137327
31,12,Male,catholic,758,7,6.6306834
20,13,Female,catholic,379,6.3333335,5.9375362
42,12,Female,catholic,404,6,6.0014148
26,18,Male,catholic,1263,4.3333335,7.1412449
31,15,Female,catholic,631,3.6666667,6.4473057
38,19,Female,catholic,833,8,6.7250338
51,8,Female,catholic,1136,4.6666665,7.0352688
32,20,Male,catholic,2020,6.3333335,7.6108527
46,12,Female,catholic,354,5.6666665,5.869297
57,11,Male,catholic,985,7.3333335,6.8926415
32,20,Male,No religion,631,5.3333335,6.4473057
51,12,Female,catholic,707,6,6.5610309
52,11,Female,catholic,354,5,5.869297
53,16,Male,Protestant,606,7,6.4068799
44,18,Female,catholic,1010,5.6666665,6.9177055
43,21,Male,catholic,1439,7,7.2717037
42,14,Male,catholic,578,8.666667,6.3595738
53,11,Female,catholic,354,5.6666665,5.869297
39,11,Male,catholic,631,7.6666665,6.4473057
34,13,Male,catholic,3030,8.333333,8.0163183
51,17,Male,catholic,1010,10,6.9177055
50,18,Male,No religion,833,6,6.7250338
50,17,Female,catholic,682,7,6.5250297
39,11,Male,catholic,758,7,6.6306834
41,14,Female,catholic,404,4.3333335,6.0014148
23,9,Male,catholic,328,7.3333335,5.7930136
54,13,Male,catholic,3283,5.6666665,8.0965128
70,9,Male,catholic,303,4.6666665,5.7137327
51,8,Male,catholic,404,7,6.0014148
29,15,Female,catholic,253,5.6666665,5.5333896
27,19,Female,catholic,1641,7.3333335,7.4030609
46,17,Female,catholic,657,6.3333335,6.4876842
56,11,Female,catholic,247,7.3333335,5.5093884
27,11,Male,catholic,328,5.6666665,5.7930136
40,21,Female,catholic,833,7,6.7250338
26,14,Female,catholic,480,4.6666665,6.1737862
55,19,Female,catholic,1010,7.6666665,6.9177055
24,13,Female,catholic,341,5.3333335,5.8318825
48,11,Male,catholic,505,7,6.2245584
70,16,Female,catholic,177,4.6666665,5.1761498
19,12,Male,catholic,303,6,5.7137327
60,16,Male,catholic,3283,5.3333335,8.0965128
43,14,Female,catholic,328,4,5.7930136
26,18,Female,catholic,429,2.3333333,6.0614572
60,19,Male,catholic,1389,5,7.2363396
23,12,Male,No religion,434,4.6666665,6.0730443
46,15,Female,catholic,424,5,6.0497336
31,15,Female,catholic,758,2.6666667,6.6306834
24,17,Female,catholic,227,6.6666665,5.4249501
30,8,Male,catholic,556,3.3333333,6.3207684
23,10,Male,catholic,379,7.3333335,5.9375362
52,11,Male,catholic,379,3.6666667,5.9375362
40,20,Male,catholic,556,5,6.3207684
46,10,Female,catholic,530,5.6666665,6.2728772
33,15,Female,catholic,505,7.3333335,6.2245584
24,15,Male,catholic,278,5,5.6276212
29,17,Female,catholic,682,3.6666667,6.5250297
49,11,Male,Orthodox & other christians,354,6.6666665,5.869297
41,11,Female,catholic,758,7.3333335,6.6306834
29,11,Male,catholic,505,6.3333335,6.2245584
37,12,Female,catholic,126,6.3333335,4.8362818
48,12,Male,catholic,2020,7.6666665,7.6108527
26,16,Female,catholic,758,4,6.6306834
55,9,Female,Orthodox & other christians,278,2,5.6276212
38,14,Male,catholic,758,7.6666665,6.6306834
43,18,Male,catholic,1136,4.6666665,7.0352688
36,17,Male,catholic,6313,8.333333,8.7503662
35,19,Female,catholic,593,4,6.3851943
28,16,Male,catholic,758,5,6.6306834
42,11,Male,catholic,884,6.6666665,6.7844572
36,17,Male,catholic,1010,5.6666665,6.9177055
43,19,Female,catholic,808,7.6666665,6.694562
44,13,Male,catholic,758,5.6666665,6.6306834
34,17,Male,catholic,909,6,6.812345
29,11,Male,Protestant,631,7,6.4473057
30,16,Female,catholic,631,5,6.4473057
21,13,Male,catholic,404,4,6.0014148
59,11,Male,catholic,1414,7.6666665,7.254178
53,17,Female,catholic,758,3,6.6306834
43,13,Male,catholic,833,5,6.7250338
53,13,Male,No religion,1263,7,7.1412449
40,11,Male,catholic,505,5,6.2245584
33,18,Male,catholic,758,5.3333335,6.6306834
51,13,Male,catholic,505,5,6.2245584
49,11,Male,catholic,328,8,5.7930136
41,14,Male,catholic,631,8,6.4473057
41,17,Female,catholic,985,6.3333335,6.8926415
51,13,Male,catholic,657,6.6666665,6.4876842
54,8,Male,catholic,859,8,6.7557688
51,17,Male,No religion,657,5.6666665,6.4876842
62,15,Male,catholic,4545,7,8.4217834
67,16,Female,catholic,1010,7.6666665,6.9177055
61,17,Male,catholic,884,5,6.7844572
48,11,Male,catholic,833,7,6.7250338
53,14,Male,catholic,1263,7,7.1412449
59,16,Male,catholic,1010,5.6666665,6.9177055
24,17,Male,catholic,429,7,6.0614572
56,12,Female,catholic,859,4.6666665,6.7557688
27,14,Female,catholic,303,5.6666665,5.7137327
46,23,Female,catholic,758,6.6666665,6.6306834
31,15,Female,catholic,206,7.6666665,5.3278761
47,13,Male,Orthodox & other christians,505,6.3333335,6.2245584
28,15,Female,catholic,884,7.3333335,6.7844572
46,14,Female,catholic,354,7,5.869297
49,12,Female,catholic,758,6.3333335,6.6306834
25,18,Male,catholic,480,5,6.1737862
38,16,Female,catholic,341,7,5.8318825
37,18,Male,catholic,1212,7.6666665,7.1000271
58,7,Male,catholic,350,6.3333335,5.857933
50,8,Male,catholic,379,1.6666666,5.9375362
51,11,Male,catholic,354,1,5.869297
55,20,Female,catholic,1364,7.6666665,7.2181768
57,17,Female,catholic,934,5.3333335,6.8394766
22,15,Female,catholic,455,7.3333335,6.1202974
28,15,Female,catholic,1263,7,7.1412449
25,14,Male,catholic,455,9.333333,6.1202974
18,11,Female,catholic,303,7.3333335,5.7137327
25,17,Male,No religion,884,6.6666665,6.7844572
30,13,Female,catholic,315,7,5.7525725
20,11,Male,No religion,101,5,4.6151204
25,13,Male,catholic,379,9.666667,5.9375362
34,11,Male,catholic,394,6,5.9763508
31,19,Male,catholic,606,6.3333335,6.4068799
41,18,Female,catholic,1010,6.3333335,6.9177055
23,16,Male,No religion,631,5.6666665,6.4473057
51,11,Male,catholic,379,4.6666665,5.9375362
33,17,Female,catholic,404,6,6.0014148
32,18,Male,catholic,404,6.6666665,6.0014148
24,16,Female,catholic,334,6.6666665,5.811141
29,16,Female,No religion,758,8,6.6306834
53,11,Female,catholic,346,7.6666665,5.8464389
56,17,Female,catholic,1136,5,7.0352688
31,15,Male,catholic,1465,3,7.2896104
41,13,Male,No religion,1061,7.3333335,6.9669671
24,15,Male,catholic,682,7.3333335,6.5250297
30,19,Female,catholic,758,7.6666665,6.6306834
24,13,Female,catholic,505,5.3333335,6.2245584
33,10,Male,catholic,581,3.3333333,6.3647509
60,16,Female,No religion,556,8.666667,6.3207684
54,13,Male,catholic,859,5.6666665,6.7557688
31,17,Male,No religion,707,6.6666665,6.5610309
51,12,Female,catholic,631,5.3333335,6.4473057
51,11,Male,catholic,707,6.6666665,6.5610309
51,11,Female,catholic,758,7.6666665,6.6306834
50,16,Female,catholic,909,9,6.812345
32,11,Male,catholic,581,5,6.3647509
57,11,Female,catholic,505,7.6666665,6.2245584
24,16,Male,catholic,884,5.6666665,6.7844572
46,10,Female,catholic,333,5.3333335,5.8081427
37,11,Female,catholic,346,4.6666665,5.8464389
60,10,Male,catholic,1010,6.3333335,6.9177055
37,18,Female,catholic,1136,7,7.0352688
28,14,Male,catholic,480,7.3333335,6.1737862
51,21,Male,No religion,2778,8.666667,7.9294868
52,12,Male,catholic,960,5.3333335,6.8669333
39,16,Male,catholic,1515,5,7.3231707
47,8,Male,catholic,566,8,6.338594
39,12,Male,catholic,1263,5,7.1412449
24,17,Female,catholic,1515,6.3333335,7.3231707
47,11,Female,catholic,379,7,5.9375362
43,11,Male,catholic,379,6,5.9375362
32,14,Male,No religion,884,5,6.7844572
58,11,Male,catholic,505,8,6.2245584
28,17,Male,catholic,934,5,6.8394766
73,11,Female,No religion,328,6,5.7930136
37,23,Female,catholic,909,7,6.812345
26,17,Male,catholic,758,8.666667,6.6306834
25,16,Male,No religion,884,8.666667,6.7844572
38,17,Female,catholic,1187,7.3333335,7.0791845
50,12,Female,catholic,429,4.3333335,6.0614572
31,11,Male,catholic,631,7.6666665,6.4473057
57,18,Male,No religion,758,6,6.6306834
53,13,Female,catholic,1035,5.3333335,6.9421568
43,11,Female,No religion,253,5.3333335,5.5333896
41,11,Female,catholic,505,4.6666665,6.2245584
48,17,Male,catholic,530,5.6666665,6.2728772
36,18,Male,catholic,1515,7.3333335,7.3231707
27,14,Female,No religion,293,3.3333333,5.6801724
57,15,Male,Islamic,1010,5.6666665,6.9177055
33,11,Male,catholic,859,4.6666665,6.7557688
33,16,Male,catholic,808,5.6666665,6.694562
60,20,Female,catholic,758,6,6.6306834
76,13,Male,catholic,758,6.6666665,6.6306834
54,12,Male,catholic,884,8,6.7844572
27,18,Female,catholic,225,5.6666665,5.4161005
40,13,Female,catholic,2020,8,7.6108527
56,15,Female,Protestant,556,8,6.3207684
40,14,Male,catholic,1515,5,7.3231707
47,13,Male,catholic,779,8.333333,6.658011
34,10,Male,catholic,253,4.6666665,5.5333896
55,10,Male,catholic,884,6,6.7844572
29,14,Female,No religion,884,7,6.7844572
35,20,Male,catholic,1768,8.333333,7.4776044
26,18,Male,catholic,3030,7.3333335,8.0163183
22,14,Female,catholic,505,8.333333,6.2245584
42,11,Male,catholic,455,6,6.1202974
27,16,Male,catholic,404,9,6.0014148
56,10,Male,catholic,505,5.6666665,6.2245584
37,11,Male,catholic,884,6,6.7844572
28,13,Male,catholic,379,4,5.9375362
28,14,Male,catholic,884,7,6.7844572
30,11,Female,catholic,354,3.6666667,5.869297
39,13,Female,catholic,530,5.3333335,6.2728772
45,19,Male,catholic,707,6.6666665,6.5610309
40,14,Male,catholic,1010,10,6.9177055
42,20,Female,catholic,707,3.3333333,6.5610309
30,16,Female,catholic,505,6.6666665,6.2245584
42,19,Male,Protestant,5051,6.3333335,8.5273418
52,11,Male,catholic,530,4.6666665,6.2728772
33,20,Female,No religion,884,8.333333,6.7844572
37,11,Male,catholic,505,6,6.2245584
45,16,Male,catholic,783,6.6666665,6.6631327
48,11,Male,catholic,530,6,6.2728772
79,16,Male,catholic,505,6.3333335,6.2245584
48,17,Female,catholic,1263,7.6666665,7.1412449
52,11,Male,No religion,379,8,5.9375362
52,12,Female,catholic,732,5.3333335,6.5957804
26,18,Female,catholic,556,6.6666665,6.3207684
26,19,Male,No religion,1768,5.3333335,7.4776044
35,17,Male,catholic,1515,8,7.3231707
38,13,Male,catholic,884,5,6.7844572
38,13,Male,catholic,758,5,6.6306834
40,11,Male,catholic,505,7,6.2245584
39,11,Male,catholic,414,6,6.025866
29,13,Female,catholic,253,4.3333335,5.5333896
24,12,Male,catholic,1515,5.6666665,7.3231707
28,12,Male,catholic,631,6.6666665,6.4473057
52,14,Female,catholic,519,7.3333335,6.251904
33,13,Male,catholic,758,7,6.6306834
53,13,Female,catholic,1010,5,6.9177055
23,12,Male,No religion,238,8.666667,5.4722705
54,12,Female,catholic,76,0,4.3307333
30,17,Male,No religion,5051,9.333333,8.5273418
35,11,Male,catholic,758,7.6666665,6.6306834
37,11,Male,catholic,505,5.3333335,6.2245584
42,19,Female,catholic,707,6.3333335,6.5610309
29,16,Female,catholic,758,6.6666665,6.6306834
54,11,Female,catholic,556,7.6666665,6.3207684
46,12,Female,catholic,342,7,5.8348107
23,16,Female,catholic,379,8,5.9375362
35,13,Male,No religion,884,9.666667,6.7844572
21,12,Female,catholic,278,2.6666667,5.6276212
51,10,Female,catholic,404,4.3333335,6.0014148
61,17,Male,catholic,253,2.6666667,5.5333896
34,11,Male,No religion,455,7.3333335,6.1202974
26,18,Male,catholic,1212,5.6666665,7.1000271
41,11,Male,catholic,505,6.6666665,6.2245584
35,17,Male,catholic,505,5.6666665,6.2245584
48,22,Male,No religion,581,6,6.3647509
57,11,Male,catholic,606,6,6.4068799
52,11,Male,No religion,657,6,6.4876842
28,18,Male,catholic,707,6.6666665,6.5610309
21,13,Female,No religion,303,3.3333333,5.7137327
36,16,Female,catholic,404,8,6.0014148
54,10,Male,catholic,429,6.3333335,6.0614572
47,11,Male,catholic,278,0,5.6276212
54,15,Female,catholic,758,6,6.6306834
54,10,Male,catholic,758,3.6666667,6.6306834
63,17,Male,catholic,1894,4.6666665,7.5464463
48,13,Female,catholic,505,6.3333335,6.2245584
38,19,Male,No religion,1389,7,7.2363396
19,12,Female,catholic,253,6,5.5333896
39,19,Female,catholic,505,7.3333335,6.2245584
53,14,Female,catholic,505,3.3333333,6.2245584
37,11,Female,catholic,745,7.6666665,6.6133842
27,17,Female,No religion,333,5.3333335,5.8081427
49,17,Female,catholic,707,10,6.5610309
47,11,Female,catholic,202,7,5.3082676
28,12,Female,catholic,631,5,6.4473057
43,18,Female,catholic,1237,6.6666665,7.1204443
23,14,Male,catholic,631,4.3333335,6.4473057
22,12,Male,catholic,606,5.6666665,6.4068799
23,16,Female,catholic,217,6.6666665,5.3798971
27,13,Male,catholic,404,6,6.0014148
25,12,Female,catholic,303,7,5.7137327
51,12,Female,catholic,505,10,6.2245584
29,17,Male,catholic,1237,5.6666665,7.1204443
53,14,Male,catholic,505,5,6.2245584
50,11,Male,catholic,543,7.3333335,6.2971091
53,13,Female,catholic,631,5.6666665,6.4473057
54,14,Female,catholic,657,5.3333335,6.4876842
57,11,Female,catholic,758,3.3333333,6.6306834
27,17,Male,catholic,1136,7.3333335,7.0352688
25,13,Male,catholic,505,5,6.2245584
45,11,Male,catholic,354,6,5.869297
39,11,Male,No religion,1515,7.3333335,7.3231707
22,9,Male,catholic,556,5,6.3207684
48,13,Male,catholic,505,6,6.2245584
43,12,Male,No religion,505,4.6666665,6.2245584
22,14,Male,No religion,505,8.666667,6.2245584
54,13,Male,catholic,631,7.6666665,6.4473057
26,17,Male,No religion,909,7,6.812345
24,14,Female,catholic,455,6.6666665,6.1202974
45,23,Male,catholic,1515,6.3333335,7.3231707
42,18,Female,catholic,884,3.3333333,6.7844572
48,10,Male,catholic,758,3.3333333,6.6306834
32,17,Male,catholic,1136,6.6666665,7.0352688
26,14,Male,catholic,1010,5.6666665,6.9177055
32,20,Male,No religion,1667,5,7.4187808
35,12,Male,catholic,379,5.3333335,5.9375362
21,14,Female,catholic,354,5.3333335,5.869297
51,10,Female,catholic,379,0,5.9375362
36,11,Male,catholic,884,5.6666665,6.7844572
38,8,Female,catholic,505,5,6.2245584
36,8,Male,catholic,1200,7.3333335,7.0900769
22,12,Male,catholic,600,4,6.3969297
47,6,Female,catholic,500,5,6.2146082
35,6,Female,catholic,700,5.3333335,6.5510802
21,9,Male,catholic,750,4.6666665,6.6200733
30,4,Male,catholic,500,5,6.2146082
25,9,Male,catholic,800,4.3333335,6.6846118
36,10,Male,catholic,700,3,6.5510802
40,6,Female,catholic,550,6,6.3099184
47,6,Male,catholic,480,4.6666665,6.1737862
31,8,Male,catholic,500,4.3333335,6.2146082
63,9,Male,catholic,800,7.3333335,6.6846118
40,9,Male,catholic,1200,5.3333335,7.0900769
41,9,Female,catholic,500,4.6666665,6.2146082
51,4,Male,catholic,650,4.3333335,6.4769726
26,9,Male,catholic,650,6,6.4769726
28,16,Male,catholic,300,6.3333335,5.7037826
23,9,Male,catholic,475,4,6.1633148
57,6,Male,catholic,550,4.3333335,6.3099184
52,4,Male,catholic,500,7.6666665,6.2146082
27,9,Male,catholic,600,5.6666665,6.3969297
40,4,Male,catholic,2000,5.3333335,7.6009026
27,7,Male,catholic,800,4,6.6846118
48,9,Female,catholic,180,2,5.1929569
58,10,Male,catholic,1000,5.3333335,6.9077554
41,4,Male,catholic,700,5.6666665,6.5510802
25,6,Female,catholic,450,4,6.1092477
47,4,Female,catholic,350,5,5.857933
37,6,Male,catholic,700,4,6.5510802
43,4,Female,catholic,480,4.3333335,6.1737862
62,4,Male,catholic,567,6.6666665,6.3403592
46,6,Male,catholic,750,3,6.6200733
52,3,Female,catholic,100,3.3333333,4.6051702
49,4,Female,catholic,480,3.6666667,6.1737862
23,8,Female,catholic,475,4,6.1633148
55,4,Male,catholic,500,5,6.2146082
33,9,Female,catholic,600,4.6666665,6.3969297
59,4,Female,catholic,750,3.6666667,6.6200733
42,4,Female,catholic,350,5,5.857933
29,9,Female,catholic,480,7.3333335,6.1737862
33,10,Male,catholic,475,6.3333335,6.1633148
37,6,Male,catholic,500,3,6.2146082
51,6,Male,catholic,1000,3,6.9077554
23,9,Male,catholic,700,2.3333333,6.5510802
53,6,Male,catholic,600,2.6666667,6.3969297
61,6,Male,catholic,600,4.3333335,6.3969297
56,6,Male,catholic,500,2.6666667,6.2146082
31,6,Male,catholic,450,5.6666665,6.1092477
19,13,Female,No religion,500,2.3333333,6.2146082
41,12,Male,catholic,1200,5.6666665,7.0900769
39,15,Male,catholic,1250,7.3333335,7.130899
22,6,Male,Orthodox & other christians,2000,7,7.6009026
39,12,Female,catholic,800,3,6.6846118
49,12,Male,catholic,1100,3.6666667,7.0030656
44,8,Female,Orthodox & other christians,700,3,6.5510802
40,17,Female,catholic,2000,3,7.6009026
46,15,Female,catholic,1200,3.6666667,7.0900769
27,18,Male,catholic,1500,6,7.3132205
34,6,Female,catholic,600,5.6666665,6.3969297
28,12,Female,catholic,800,6.6666665,6.6846118
50,6,Female,catholic,500,4.6666665,6.2146082
46,12,Male,catholic,1300,5,7.1701198
40,15,Male,No religion,2500,4.3333335,7.8240461
35,4,Female,catholic,475,6.6666665,6.1633148
31,12,Male,No religion,550,3.6666667,6.3099184
39,18,Male,catholic,2800,5,7.9373746
30,17,Male,No religion,999,7,6.906755
34,12,Male,No religion,1000,3.6666667,6.9077554
42,6,Male,catholic,750,5,6.6200733
56,12,Male,catholic,650,4.6666665,6.4769726
33,12,Female,catholic,1000,5,6.9077554
47,12,Female,No religion,1600,6,7.377759
60,6,Male,No religion,1050,6.6666665,6.9565454
63,8,Female,No religion,400,3,5.9914646
45,8,Female,catholic,500,5,6.2146082
59,3,Female,catholic,450,8,6.1092477
59,9,Male,catholic,500,5,6.2146082
32,9,Female,catholic,600,5,6.3969297
50,6,Male,catholic,600,4.6666665,6.3969297
18,6,Male,No religion,300,4,5.7037826
61,4,Female,catholic,700,4.3333335,6.5510802
44,9,Female,catholic,550,2.3333333,6.3099184
56,9,Female,catholic,750,3,6.6200733
38,9,Female,catholic,500,4.3333335,6.2146082
42,6,Female,catholic,800,5,6.6846118
42,6,Male,catholic,900,3.6666667,6.8023949
47,4,Female,catholic,600,2.3333333,6.3969297
48,12,Female,catholic,750,4,6.6200733
65,4,Female,catholic,500,5.6666665,6.2146082
45,16,Female,catholic,1200,5.3333335,7.0900769
39,9,Female,catholic,480,4.6666665,6.1737862
39,12,Female,No religion,600,6.6666665,6.3969297
69,3,Female,catholic,300,3.3333333,5.7037826
46,4,Male,catholic,600,5.6666665,6.3969297
36,12,Female,Orthodox & other christians,497,7,6.20859
41,17,Female,catholic,1500,3.3333333,7.3132205
56,4,Male,catholic,750,2.3333333,6.6200733
61,4,Female,Protestant,600,7,6.3969297
66,6,Female,catholic,500,7,6.2146082
39,11,Female,other,600,7.3333335,6.3969297
25,9,Male,catholic,700,4.6666665,6.5510802
29,10,Female,catholic,800,4.6666665,6.6846118
42,18,Male,catholic,1000,4,6.9077554
33,8,Female,catholic,200,8.333333,5.2983174
58,4,Male,catholic,1050,5.6666665,6.9565454
32,11,Female,catholic,240,8.666667,5.480639
52,9,Female,catholic,475,3.3333333,6.1633148
47,12,Male,catholic,960,5,6.8669333
36,14,Female,catholic,600,4,6.3969297
47,5,Female,No religion,650,3,6.4769726
28,12,Female,No religion,700,5,6.5510802
40,12,Male,catholic,780,5,6.6592941
32,9,Female,No religion,650,.33333334,6.4769726
60,9,Male,catholic,890,5,6.7912216
59,3,Female,No religion,470,4,6.1527328
50,4,Female,catholic,490,7,6.1944056
32,12,Male,catholic,700,4.6666665,6.5510802
47,3,Female,catholic,300,5,5.7037826
48,6,Female,catholic,475,5,6.1633148
63,3,Female,catholic,227,5,5.4249501
45,9,Female,catholic,475,4.6666665,6.1633148
43,6,Male,catholic,550,5,6.3099184
54,12,Female,catholic,1000,3.6666667,6.9077554
39,11,Male,catholic,1000,4,6.9077554
25,17,Male,catholic,1300,6.3333335,7.1701198
57,4,Female,catholic,475,3,6.1633148
41,6,Male,No religion,550,5,6.3099184
51,12,Female,catholic,1000,4.3333335,6.9077554
49,12,Male,catholic,2000,5,7.6009026
35,12,Male,catholic,900,6,6.8023949
49,9,Female,catholic,700,5,6.5510802
34,15,Female,catholic,1200,4.6666665,7.0900769
21,12,Female,catholic,485,6,6.1841488
40,9,Female,catholic,600,4.3333335,6.3969297
60,4,Female,Protestant,500,6,6.2146082
28,11,Male,catholic,750,9,6.6200733
54,4,Male,catholic,450,1.6666666,6.1092477
32,9,Male,catholic,1000,6,6.9077554
58,9,Male,catholic,800,5.6666665,6.6846118
38,12,Male,catholic,1100,7.3333335,7.0030656
47,12,Male,catholic,1100,7.3333335,7.0030656
66,9,Female,catholic,750,6.3333335,6.6200733
36,15,Male,No religion,1900,5,7.5496092
54,4,Female,catholic,900,7.3333335,6.8023949
44,9,Male,No religion,1000,5,6.9077554
20,12,Male,catholic,350,5,5.857933
30,12,Male,No religion,1500,4,7.3132205
47,5,Male,catholic,634,4,6.4520488
26,12,Male,No religion,450,5.3333335,6.1092477
62,12,Female,catholic,610,6.3333335,6.4134588
25,14,Male,catholic,800,5,6.6846118
28,17,Male,catholic,1223,8.333333,7.1090622
26,12,Male,No religion,850,6,6.7452364
49,8,Female,catholic,270,4.6666665,5.5984221
42,17,Female,catholic,850,5,6.7452364
36,12,Male,No religion,1000,5.6666665,6.9077554
50,17,Female,Orthodox & other christians,3000,5,8.0063677
43,9,Male,Orthodox & other christians,800,4,6.6846118
38,17,Female,catholic,1300,4.6666665,7.1701198
29,17,Female,No religion,1200,5,7.0900769
45,12,Female,catholic,600,8.333333,6.3969297
40,9,Female,No religion,475,4,6.1633148
38,7,Male,catholic,700,4.3333335,6.5510802
60,18,Female,No religion,3000,6.6666665,8.0063677
47,18,Male,catholic,1200,8.333333,7.0900769
29,18,Male,catholic,1500,8.333333,7.3132205
54,16,Female,catholic,2400,4.3333335,7.7832241
25,12,Female,catholic,700,6,6.5510802
49,14,Female,No religion,1000,8.333333,6.9077554
37,12,Female,No religion,900,2.3333333,6.8023949
57,18,Female,No religion,3000,7.3333335,8.0063677
48,12,Male,No religion,1320,5.3333335,7.1853871
43,18,Female,No religion,1800,5,7.495542
46,15,Female,Orthodox & other christians,670,6.6666665,6.5072775
41,12,Female,No religion,1300,7.3333335,7.1701198
44,8,Female,catholic,487,5,6.1882639
40,9,Female,catholic,700,3,6.5510802
22,13,Female,catholic,500,4.6666665,6.2146082
19,11,Female,catholic,200,5,5.2983174
47,8,Male,catholic,523,3,6.2595816
30,10,Female,catholic,627,5,6.4409466
34,9,Female,catholic,550,3.3333333,6.3099184
25,15,Female,catholic,400,7,5.9914646
24,16,Male,No religion,800,6,6.6846118
33,10,Female,No religion,580,5.3333335,6.363028
